#iter.	 ime 	 mass 	 bozon 	 px1 	 py1 	 pz1 	 px2 	 py2 	 pz2
5790. 	b	4.18	0	-1.2	10.78	-28.14	-28.8	87.22	-13.86
5791. 	b	4.18	0	-0.16	-4.62	50.92	-3.84	-37.38	25.08
5792. 	b	4.18	0	3.84	6.6	2.68	92.16	53.4	1.32
5793. 	b	4.18	0	-0.48	-10.34	-20.1	-11.52	-83.66	-9.9
5794. 	b	4.18	0	2.24	1.98	-48.24	53.76	16.02	-23.76
5795. 	b	4.18	0	0.88	3.52	48.24	21.12	28.48	23.76
5796. 	b	4.18	0	-1.44	-7.7	1.34	-34.56	-62.3	0.66
5797. 	W	80.379	1	-3.6	0.66	-64.32	-86.4	5.34	-31.68
5798. 	Tau	1.777	0	-1.84	-9.9	20.1	-44.16	-80.1	9.9
5799. 	b	4.18	0	-0.8	1.54	-49.58	-19.2	12.46	-24.42
5800. 	b	4.18	0	-0.32	-2.42	54.94	-7.68	-19.58	27.06
5801. 	b	4.18	0	1.68	-6.82	-64.32	40.32	-55.18	-31.68
5802. 	b	4.18	0	1.36	-5.06	4.02	32.64	-40.94	1.98
5803. 	W	80.379	1	-2.64	-10.78	30.82	-63.36	-87.22	15.18
5804. 	b	4.18	0	-0.72	-9.46	32.16	-17.28	-76.54	15.84
5805. 	b	4.18	0	3.28	-4.18	-54.94	78.72	-33.82	-27.06
5806. 	b	4.18	0	-0.64	-3.08	-46.9	-15.36	-24.92	-23.1
5807. 	b	4.18	0	1.36	-2.64	-21.44	32.64	-21.36	-10.56
5808. 	Tau	1.777	0	-2	4.84	10.72	-48	39.16	5.28
5809. 	b	4.18	0	0.88	-8.14	-8.04	21.12	-65.86	-3.96
5810. 	b	4.18	0	-0.56	0.44	-22.78	-13.44	3.56	-11.22
5811. 	W	80.379	1	-2.4	9.9	-54.94	-57.6	80.1	-27.06
5812. 	b	4.18	0	3.6	1.98	-60.3	86.4	16.02	-29.7
5813. 	b	4.18	0	2	8.36	62.98	48	67.64	31.02
5814. 	b	4.18	0	-0.96	9.9	-60.3	-23.04	80.1	-29.7
5815. 	W	80.379	1	-2.56	-2.64	-36.18	-61.44	-21.36	-17.82
5816. 	b	4.18	0	0.56	-0.88	57.62	13.44	-7.12	28.38
5817. 	W	80.379	1	-3.28	5.06	62.98	-78.72	40.94	31.02
5818. 	Tau	1.777	0	-1.84	11	-17.42	-44.16	89	-8.58
5819. 	b	4.18	0	-1.2	1.32	-32.16	-28.8	10.68	-15.84
5820. 	b	4.18	0	0.16	10.56	6.7	3.84	85.44	3.3
5821. 	b	4.18	0	1.84	-3.96	29.48	44.16	-32.04	14.52
5822. 	W	80.379	1	-3.68	-2.86	-41.54	-88.32	-23.14	-20.46
5823. 	b	4.18	0	1.28	-7.04	40.2	30.72	-56.96	19.8
5824. 	b	4.18	0	2.64	10.34	-64.32	63.36	83.66	-31.68
5825. 	b	4.18	0	2.08	-1.32	50.92	49.92	-10.68	25.08
5826. 	W	80.379	1	-2.88	-7.26	-37.52	-69.12	-58.74	-18.48
5827. 	b	4.18	0	0.72	-5.94	-2.68	17.28	-48.06	-1.32
5828. 	W	80.379	1	-2.32	-9.46	-54.94	-55.68	-76.54	-27.06
5829. 	b	4.18	0	1.6	1.98	-62.98	38.4	16.02	-31.02
5830. 	W	80.379	1	-3.12	5.5	65.66	-74.88	44.5	32.34
5831. 	b	4.18	0	3.68	-10.56	-54.94	88.32	-85.44	-27.06
5832. 	W	80.379	1	-2.88	-8.36	28.14	-69.12	-67.64	13.86
5833. 	Tau	1.777	0	-1.92	1.98	25.46	-46.08	16.02	12.54
5834. 	b	4.18	0	0.96	3.96	-37.52	23.04	32.04	-18.48
5835. 	b	4.18	0	-0.24	7.48	-5.36	-5.76	60.52	-2.64
5836. 	W	80.379	1	-2.56	6.38	25.46	-61.44	51.62	12.54
5837. 	b	4.18	0	3.04	0.66	-1.34	72.96	5.34	-0.66
5838. 	b	4.18	0	3.52	10.12	-36.18	84.48	81.88	-17.82
5839. 	b	4.18	0	0.16	9.24	8.04	3.84	74.76	3.96
5840. 	b	4.18	0	0	6.38	38.86	0	51.62	19.14
5841. 	b	4.18	0	0.4	-9.9	26.8	9.6	-80.1	13.2
5842. 	b	4.18	0	2.64	6.6	-62.98	63.36	53.4	-31.02
5843. 	b	4.18	0	-0.96	-6.82	-57.62	-23.04	-55.18	-28.38
5844. 	W	80.379	1	-2.8	0	2.68	-67.2	0	1.32
5845. 	b	4.18	0	1.28	-9.24	-44.22	30.72	-74.76	-21.78
5846. 	Z	91.187	1	-1.68	9.9	-54.94	-40.32	80.1	-27.06
5847. 	b	4.18	0	-0.24	7.48	58.96	-5.76	60.52	29.04
5848. 	b	4.18	0	2.96	-8.8	1.34	71.04	-71.2	0.66
5849. 	b	4.18	0	0.4	2.64	61.64	9.6	21.36	30.36
5850. 	b	4.18	0	1.76	6.38	-26.8	42.24	51.62	-13.2
5851. 	b	4.18	0	-0.88	-6.82	52.26	-21.12	-55.18	25.74
5852. 	W	80.379	1	-2.96	4.84	38.86	-71.04	39.16	19.14
5853. 	b	4.18	0	-0.24	7.04	24.12	-5.76	56.96	11.88
5854. 	W	80.379	1	-2.72	9.46	12.06	-65.28	76.54	5.94
5855. 	b	4.18	0	2.4	6.6	42.88	57.6	53.4	21.12
5856. 	b	4.18	0	0.16	2.64	-28.14	3.84	21.36	-13.86
5857. 	b	4.18	0	2.16	-10.34	56.28	51.84	-83.66	27.72
5858. 	b	4.18	0	0.48	-5.94	62.98	11.52	-48.06	31.02
5859. 	Tau	1.777	0	-1.92	-2.2	50.92	-46.08	-17.8	25.08
5860. 	b	4.18	0	1.12	7.7	-44.22	26.88	62.3	-21.78
5861. 	Z	91.187	1	-1.6	8.8	-44.22	-38.4	71.2	-21.78
5862. 	Tau	1.777	0	-2.16	-5.28	25.46	-51.84	-42.72	12.54
5863. 	b	4.18	0	3.84	3.3	-9.38	92.16	26.7	-4.62
5864. 	b	4.18	0	4	0.66	-26.8	96	5.34	-13.2
5865. 	W	80.379	1	-2.8	-3.74	-32.16	-67.2	-30.26	-15.84
5866. 	W	80.379	1	-2.4	8.58	-30.82	-57.6	69.42	-15.18
5867. 	b	4.18	0	1.52	-7.92	-60.3	36.48	-64.08	-29.7
5868. 	b	4.18	0	0.4	-9.68	-44.22	9.6	-78.32	-21.78
5869. 	b	4.18	0	-1.36	1.1	-29.48	-32.64	8.9	-14.52
5870. 	b	4.18	0	-0.88	-8.14	42.88	-21.12	-65.86	21.12
5871. 	W	80.379	1	-3.2	6.82	57.62	-76.8	55.18	28.38
5872. 	b	4.18	0	0.64	7.26	37.52	15.36	58.74	18.48
5873. 	W	80.379	1	-2.4	-6.38	48.24	-57.6	-51.62	23.76
5874. 	W	80.379	1	-2.96	4.4	-5.36	-71.04	35.6	-2.64
5875. 	b	4.18	0	1.52	7.7	65.66	36.48	62.3	32.34
5876. 	b	4.18	0	3.44	-1.98	-60.3	82.56	-16.02	-29.7
5877. 	b	4.18	0	2.4	1.32	-40.2	57.6	10.68	-19.8
5878. 	W	80.379	1	-2.48	6.82	25.46	-59.52	55.18	12.54
5879. 	W	80.379	1	-2.72	-3.52	-32.16	-65.28	-28.48	-15.84
5880. 	b	4.18	0	3.44	10.78	-25.46	82.56	87.22	-12.54
5881. 	b	4.18	0	1.12	1.76	-34.84	26.88	14.24	-17.16
5882. 	b	4.18	0	1.2	11	64.32	28.8	89	31.68
5883. 	b	4.18	0	-0.72	-8.36	-56.28	-17.28	-67.64	-27.72
5884. 	b	4.18	0	2.88	-2.2	52.26	69.12	-17.8	25.74
5885. 	b	4.18	0	2.72	-3.08	18.76	65.28	-24.92	9.24
5886. 	W	80.379	1	-2.96	10.34	44.22	-71.04	83.66	21.78
5887. 	b	4.18	0	-1.28	-5.5	4.02	-30.72	-44.5	1.98
5888. 	W	80.379	1	-2.56	3.3	-6.7	-61.44	26.7	-3.3
5889. 	b	4.18	0	-1.2	-5.5	46.9	-28.8	-44.5	23.1
5890. 	W	80.379	1	-3.12	-5.28	-4.02	-74.88	-42.72	-1.98
5891. 	b	4.18	0	3.6	-3.08	-48.24	86.4	-24.92	-23.76
5892. 	b	4.18	0	3.6	5.5	56.28	86.4	44.5	27.72
5893. 	b	4.18	0	2.56	-9.02	-2.68	61.44	-72.98	-1.32
5894. 	W	80.379	1	-2.56	5.06	-1.34	-61.44	40.94	-0.66
5895. 	b	4.18	0	0.32	-5.28	54.94	7.68	-42.72	27.06
5896. 	b	4.18	0	1.04	-4.18	14.74	24.96	-33.82	7.26
5897. 	b	4.18	0	4	-3.96	48.24	96	-32.04	23.76
5898. 	b	4.18	0	-1.12	-4.62	-57.62	-26.88	-37.38	-28.38
5899. 	b	4.18	0	2.56	0	-33.5	61.44	0	-16.5
5900. 	b	4.18	0	0.24	-9.02	-4.02	5.76	-72.98	-1.98
5901. 	b	4.18	0	0.64	-2.42	60.3	15.36	-19.58	29.7
5902. 	b	4.18	0	-0.64	6.38	-9.38	-15.36	51.62	-4.62
5903. 	b	4.18	0	2.16	5.72	17.42	51.84	46.28	8.58
5904. 	W	80.379	1	-2.64	5.94	46.9	-63.36	48.06	23.1
5905. 	b	4.18	0	3.6	-8.36	-26.8	86.4	-67.64	-13.2
5906. 	b	4.18	0	3.68	-7.48	8.04	88.32	-60.52	3.96
5907. 	W	80.379	1	-3.2	4.18	-10.72	-76.8	33.82	-5.28
5908. 	b	4.18	0	-0.8	-9.9	-4.02	-19.2	-80.1	-1.98
5909. 	b	4.18	0	1.52	4.18	41.54	36.48	33.82	20.46
5910. 	b	4.18	0	3.52	-2.86	28.14	84.48	-23.14	13.86
5911. 	b	4.18	0	3.28	-3.96	8.04	78.72	-32.04	3.96
5912. 	Tau	1.777	0	-2	3.52	-25.46	-48	28.48	-12.54
5913. 	b	4.18	0	1.84	-2.2	-22.78	44.16	-17.8	-11.22
5914. 	b	4.18	0	-1.44	10.56	-26.8	-34.56	85.44	-13.2
5915. 	b	4.18	0	1.28	6.16	-62.98	30.72	49.84	-31.02
5916. 	W	80.379	1	-3.2	-5.5	48.24	-76.8	-44.5	23.76
5917. 	b	4.18	0	1.2	-9.46	-24.12	28.8	-76.54	-11.88
5918. 	W	80.379	1	-2.96	1.76	-4.02	-71.04	14.24	-1.98
5919. 	b	4.18	0	1.28	3.3	-18.76	30.72	26.7	-9.24
5920. 	b	4.18	0	0.08	10.56	38.86	1.92	85.44	19.14
5921. 	b	4.18	0	0.48	7.7	48.24	11.52	62.3	23.76
5922. 	b	4.18	0	2.8	4.62	-24.12	67.2	37.38	-11.88
5923. 	b	4.18	0	3.68	-2.86	52.26	88.32	-23.14	25.74
5924. 	b	4.18	0	2.16	-10.78	-44.22	51.84	-87.22	-21.78
5925. 	Tau	1.777	0	-1.92	11	-65.66	-46.08	89	-32.34
5926. 	W	80.379	1	-2.64	-6.16	-50.92	-63.36	-49.84	-25.08
5927. 	b	4.18	0	2.16	9.24	-45.56	51.84	74.76	-22.44
5928. 	W	80.379	1	-3.92	-0.66	8.04	-94.08	-5.34	3.96
5929. 	b	4.18	0	-1.04	-8.8	-16.08	-24.96	-71.2	-7.92
5930. 	b	4.18	0	0	0.22	-37.52	0	1.78	-18.48
5931. 	b	4.18	0	1.84	-5.94	-54.94	44.16	-48.06	-27.06
5932. 	W	80.379	1	-3.04	-5.06	-65.66	-72.96	-40.94	-32.34
5933. 	Z	91.187	1	-1.6	5.94	-40.2	-38.4	48.06	-19.8
5934. 	b	4.18	0	-0.72	-0.22	-9.38	-17.28	-1.78	-4.62
5935. 	b	4.18	0	2	4.84	-26.8	48	39.16	-13.2
5936. 	b	4.18	0	2.32	5.72	65.66	55.68	46.28	32.34
5937. 	b	4.18	0	-0.24	7.7	10.72	-5.76	62.3	5.28
5938. 	b	4.18	0	-0.8	9.24	-2.68	-19.2	74.76	-1.32
5939. 	b	4.18	0	1.68	5.06	33.5	40.32	40.94	16.5
5940. 	b	4.18	0	-1.52	-3.3	-48.24	-36.48	-26.7	-23.76
5941. 	Tau	1.777	0	-2	2.64	-41.54	-48	21.36	-20.46
5942. 	b	4.18	0	-1.28	5.28	41.54	-30.72	42.72	20.46
5943. 	Tau	1.777	0	-1.84	-8.58	42.88	-44.16	-69.42	21.12
5944. 	b	4.18	0	2.72	-4.18	64.32	65.28	-33.82	31.68
5945. 	b	4.18	0	3.84	3.96	-1.34	92.16	32.04	-0.66
5946. 	W	80.379	1	-3.76	4.84	-10.72	-90.24	39.16	-5.28
5947. 	b	4.18	0	-0.64	-9.68	14.74	-15.36	-78.32	7.26
5948. 	b	4.18	0	0.88	10.34	4.02	21.12	83.66	1.98
5949. 	b	4.18	0	0.48	8.14	2.68	11.52	65.86	1.32
5950. 	b	4.18	0	0.96	5.94	-45.56	23.04	48.06	-22.44
5951. 	b	4.18	0	-0.96	-1.98	-49.58	-23.04	-16.02	-24.42
5952. 	b	4.18	0	1.84	6.82	48.24	44.16	55.18	23.76
5953. 	b	4.18	0	0.64	-7.26	6.7	15.36	-58.74	3.3
5954. 	b	4.18	0	0	1.1	65.66	0	8.9	32.34
5955. 	b	4.18	0	0.88	10.34	-25.46	21.12	83.66	-12.54
5956. 	W	80.379	1	-2.4	-6.6	29.48	-57.6	-53.4	14.52
5957. 	b	4.18	0	0.16	3.3	32.16	3.84	26.7	15.84
5958. 	b	4.18	0	1.68	7.48	6.7	40.32	60.52	3.3
5959. 	b	4.18	0	-1.36	-5.06	-10.72	-32.64	-40.94	-5.28
5960. 	W	80.379	1	-2.48	1.54	25.46	-59.52	12.46	12.54
5961. 	b	4.18	0	-1.28	5.28	-2.68	-30.72	42.72	-1.32
5962. 	b	4.18	0	-1.44	-8.36	-38.86	-34.56	-67.64	-19.14
5963. 	b	4.18	0	1.04	-9.02	-49.58	24.96	-72.98	-24.42
5964. 	W	80.379	1	-3.68	1.32	-20.1	-88.32	10.68	-9.9
5965. 	b	4.18	0	1.92	-0.44	-28.14	46.08	-3.56	-13.86
5966. 	b	4.18	0	0.24	10.56	-5.36	5.76	85.44	-2.64
5967. 	b	4.18	0	-1.52	-1.76	-5.36	-36.48	-14.24	-2.64
5968. 	W	80.379	1	-3.12	-8.36	38.86	-74.88	-67.64	19.14
5969. 	W	80.379	1	-2.56	3.52	25.46	-61.44	28.48	12.54
5970. 	b	4.18	0	-1.28	7.92	57.62	-30.72	64.08	28.38
5971. 	b	4.18	0	-0.72	-3.74	61.64	-17.28	-30.26	30.36
5972. 	W	80.379	1	-2.96	-0.22	-18.76	-71.04	-1.78	-9.24
5973. 	b	4.18	0	-1.44	10.34	65.66	-34.56	83.66	32.34
5974. 	W	80.379	1	-2.96	-4.84	20.1	-71.04	-39.16	9.9
5975. 	b	4.18	0	3.52	4.4	20.1	84.48	35.6	9.9
5976. 	b	4.18	0	1.12	10.12	56.28	26.88	81.88	27.72
5977. 	b	4.18	0	-1.04	-10.34	-28.14	-24.96	-83.66	-13.86
5978. 	b	4.18	0	-1.28	3.74	-24.12	-30.72	30.26	-11.88
5979. 	b	4.18	0	3.84	7.26	-14.74	92.16	58.74	-7.26
5980. 	W	80.379	1	-3.2	5.94	-32.16	-76.8	48.06	-15.84
5981. 	Z	91.187	1	-1.76	-1.54	-32.16	-42.24	-12.46	-15.84
5982. 	Z	91.187	1	-1.76	3.96	-5.36	-42.24	32.04	-2.64
5983. 	b	4.18	0	1.6	-7.7	37.52	38.4	-62.3	18.48
5984. 	b	4.18	0	2.08	0	26.8	49.92	0	13.2
5985. 	W	80.379	1	-3.68	7.48	60.3	-88.32	60.52	29.7
5986. 	W	80.379	1	-3.92	-9.24	32.16	-94.08	-74.76	15.84
5987. 	W	80.379	1	-2.48	2.64	34.84	-59.52	21.36	17.16
5988. 	b	4.18	0	1.76	-5.72	-24.12	42.24	-46.28	-11.88
5989. 	b	4.18	0	2.96	10.34	-21.44	71.04	83.66	-10.56
5990. 	W	80.379	1	-2.4	-2.86	-56.28	-57.6	-23.14	-27.72
5991. 	W	80.379	1	-3.36	8.8	-12.06	-80.64	71.2	-5.94
5992. 	b	4.18	0	2.16	7.26	-6.7	51.84	58.74	-3.3
5993. 	W	80.379	1	-3.12	-6.82	-26.8	-74.88	-55.18	-13.2
5994. 	Z	91.187	1	-1.68	8.36	28.14	-40.32	67.64	13.86
5995. 	b	4.18	0	2.16	7.04	49.58	51.84	56.96	24.42
5996. 	W	80.379	1	-3.68	-1.98	34.84	-88.32	-16.02	17.16
5997. 	W	80.379	1	-3.04	-8.14	64.32	-72.96	-65.86	31.68
5998. 	b	4.18	0	0.72	-4.84	44.22	17.28	-39.16	21.78
5999. 	b	4.18	0	2.72	-7.48	-48.24	65.28	-60.52	-23.76
6000. 	b	4.18	0	-0.16	0.44	-46.9	-3.84	3.56	-23.1
6001. 	b	4.18	0	0.08	-2.2	0	1.92	-17.8	0
6002. 	b	4.18	0	-1.04	-5.72	-61.64	-24.96	-46.28	-30.36
6003. 	b	4.18	0	0.72	5.06	-52.26	17.28	40.94	-25.74
6004. 	Z	91.187	1	-1.6	-2.86	-20.1	-38.4	-23.14	-9.9
6005. 	b	4.18	0	0.32	-4.62	64.32	7.68	-37.38	31.68
6006. 	b	4.18	0	1.04	-5.94	-14.74	24.96	-48.06	-7.26
6007. 	b	4.18	0	-0.64	-8.58	5.36	-15.36	-69.42	2.64
6008. 	Z	91.187	1	-1.76	-5.94	-44.22	-42.24	-48.06	-21.78
6009. 	Z	91.187	1	-1.6	-6.6	33.5	-38.4	-53.4	16.5
6010. 	Tau	1.777	0	-1.92	-7.7	-45.56	-46.08	-62.3	-22.44
6011. 	Z	91.187	1	-1.6	1.54	36.18	-38.4	12.46	17.82
6012. 	W	80.379	1	-3.68	-1.76	-2.68	-88.32	-14.24	-1.32
6013. 	W	80.379	1	-3.92	10.12	-25.46	-94.08	81.88	-12.54
6014. 	W	80.379	1	-2.32	0.44	-29.48	-55.68	3.56	-14.52
6015. 	b	4.18	0	3.6	-6.82	-6.7	86.4	-55.18	-3.3
6016. 	W	80.379	1	-2.48	-3.08	14.74	-59.52	-24.92	7.26
6017. 	W	80.379	1	-3.76	0.66	60.3	-90.24	5.34	29.7
6018. 	b	4.18	0	-1.2	-4.4	-38.86	-28.8	-35.6	-19.14
6019. 	b	4.18	0	3.6	9.9	-37.52	86.4	80.1	-18.48
6020. 	b	4.18	0	-0.4	-6.6	37.52	-9.6	-53.4	18.48
6021. 	b	4.18	0	2.4	4.4	54.94	57.6	35.6	27.06
6022. 	b	4.18	0	-0.64	6.6	41.54	-15.36	53.4	20.46
6023. 	b	4.18	0	0.24	7.04	41.54	5.76	56.96	20.46
6024. 	b	4.18	0	1.76	9.24	45.56	42.24	74.76	22.44
6025. 	b	4.18	0	2.56	-2.2	-60.3	61.44	-17.8	-29.7
6026. 	W	80.379	1	-3.76	-1.98	-61.64	-90.24	-16.02	-30.36
6027. 	b	4.18	0	3.76	2.42	28.14	90.24	19.58	13.86
6028. 	W	80.379	1	-3.52	-7.48	-64.32	-84.48	-60.52	-31.68
6029. 	b	4.18	0	3.52	-4.18	-36.18	84.48	-33.82	-17.82
6030. 	b	4.18	0	-0.24	-2.86	21.44	-5.76	-23.14	10.56
6031. 	W	80.379	1	-2.4	9.46	18.76	-57.6	76.54	9.24
6032. 	W	80.379	1	-3.04	0	-16.08	-72.96	0	-7.92
6033. 	b	4.18	0	0.48	-2.86	-42.88	11.52	-23.14	-21.12
6034. 	b	4.18	0	-0.4	3.96	62.98	-9.6	32.04	31.02
6035. 	b	4.18	0	0.32	-4.4	-29.48	7.68	-35.6	-14.52
6036. 	W	80.379	1	-2.64	-8.14	64.32	-63.36	-65.86	31.68
6037. 	b	4.18	0	0.24	-5.72	16.08	5.76	-46.28	7.92
6038. 	b	4.18	0	3.36	-9.24	37.52	80.64	-74.76	18.48
6039. 	b	4.18	0	1.68	2.86	30.82	40.32	23.14	15.18
6040. 	b	4.18	0	2.16	-2.64	-12.06	51.84	-21.36	-5.94
6041. 	b	4.18	0	0.8	2.64	41.54	19.2	21.36	20.46
6042. 	b	4.18	0	-0.56	7.92	-8.04	-13.44	64.08	-3.96
6043. 	Tau	1.777	0	-2	-3.52	44.22	-48	-28.48	21.78
6044. 	b	4.18	0	0.8	7.92	65.66	19.2	64.08	32.34
6045. 	b	4.18	0	3.76	-4.4	-61.64	90.24	-35.6	-30.36
6046. 	b	4.18	0	2.16	10.56	-13.4	51.84	85.44	-6.6
6047. 	Tau	1.777	0	-2.16	6.38	60.3	-51.84	51.62	29.7
6048. 	b	4.18	0	2	0.44	-2.68	48	3.56	-1.32
6049. 	Z	91.187	1	-1.68	6.16	36.18	-40.32	49.84	17.82
6050. 	b	4.18	0	2.32	7.7	26.8	55.68	62.3	13.2
6051. 	b	4.18	0	3.04	-1.1	1.34	72.96	-8.9	0.66
6052. 	b	4.18	0	3.52	-7.48	-41.54	84.48	-60.52	-20.46
6053. 	W	80.379	1	-3.76	10.56	-24.12	-90.24	85.44	-11.88
6054. 	b	4.18	0	-1.52	2.86	67	-36.48	23.14	33
6055. 	b	4.18	0	0.4	3.96	12.06	9.6	32.04	5.94
6056. 	W	80.379	1	-3.92	-6.82	61.64	-94.08	-55.18	30.36
6057. 	b	4.18	0	-0.8	-0.44	-29.48	-19.2	-3.56	-14.52
6058. 	b	4.18	0	0.24	-6.82	37.52	5.76	-55.18	18.48
6059. 	W	80.379	1	-3.76	9.02	-25.46	-90.24	72.98	-12.54
6060. 	b	4.18	0	3.36	-7.92	-9.38	80.64	-64.08	-4.62
6061. 	b	4.18	0	1.76	7.48	46.9	42.24	60.52	23.1
6062. 	b	4.18	0	2.96	6.16	-38.86	71.04	49.84	-19.14
6063. 	W	80.379	1	-2.48	8.36	-34.84	-59.52	67.64	-17.16
6064. 	W	80.379	1	-3.12	-1.76	-38.86	-74.88	-14.24	-19.14
6065. 	b	4.18	0	2.72	-4.62	-18.76	65.28	-37.38	-9.24
6066. 	Z	91.187	1	-1.76	-0.66	-65.66	-42.24	-5.34	-32.34
6067. 	b	4.18	0	1.12	-3.52	22.78	26.88	-28.48	11.22
6068. 	W	80.379	1	-3.84	-1.1	-33.5	-92.16	-8.9	-16.5
6069. 	Tau	1.777	0	-2	0.22	60.3	-48	1.78	29.7
6070. 	W	80.379	1	-2.72	-2.2	48.24	-65.28	-17.8	23.76
6071. 	b	4.18	0	-0.08	-2.2	5.36	-1.92	-17.8	2.64
6072. 	W	80.379	1	-3.76	-4.62	-37.52	-90.24	-37.38	-18.48
6073. 	b	4.18	0	1.2	-4.4	60.3	28.8	-35.6	29.7
6074. 	W	80.379	1	-3.36	0.22	-64.32	-80.64	1.78	-31.68
6075. 	b	4.18	0	3.52	-2.64	-58.96	84.48	-21.36	-29.04
6076. 	W	80.379	1	-2.4	9.9	17.42	-57.6	80.1	8.58
6077. 	b	4.18	0	3.2	7.48	-49.58	76.8	60.52	-24.42
6078. 	b	4.18	0	0.08	-3.3	-37.52	1.92	-26.7	-18.48
6079. 	W	80.379	1	-2.88	3.74	-32.16	-69.12	30.26	-15.84
6080. 	W	80.379	1	-3.28	3.08	18.76	-78.72	24.92	9.24
6081. 	Tau	1.777	0	-1.84	8.58	-2.68	-44.16	69.42	-1.32
6082. 	W	80.379	1	-3.52	-9.02	33.5	-84.48	-72.98	16.5
6083. 	b	4.18	0	3.36	-2.42	-6.7	80.64	-19.58	-3.3
6084. 	b	4.18	0	1.68	-1.32	37.52	40.32	-10.68	18.48
6085. 	b	4.18	0	2.8	0.66	4.02	67.2	5.34	1.98
6086. 	b	4.18	0	0.96	9.9	9.38	23.04	80.1	4.62
6087. 	b	4.18	0	2.48	-1.76	10.72	59.52	-14.24	5.28
6088. 	b	4.18	0	3.52	-1.32	-25.46	84.48	-10.68	-12.54
6089. 	Tau	1.777	0	-1.92	-0.88	14.74	-46.08	-7.12	7.26
6090. 	W	80.379	1	-3.76	-7.04	26.8	-90.24	-56.96	13.2
6091. 	b	4.18	0	-0.88	-8.8	-9.38	-21.12	-71.2	-4.62
6092. 	b	4.18	0	0.32	-6.16	-10.72	7.68	-49.84	-5.28
6093. 	b	4.18	0	1.52	-7.04	-46.9	36.48	-56.96	-23.1
6094. 	Tau	1.777	0	-2.24	-0.22	-24.12	-53.76	-1.78	-11.88
6095. 	Tau	1.777	0	-1.84	-7.04	-21.44	-44.16	-56.96	-10.56
6096. 	W	80.379	1	-2.96	-3.3	25.46	-71.04	-26.7	12.54
6097. 	b	4.18	0	0.72	2.2	-50.92	17.28	17.8	-25.08
6098. 	Tau	1.777	0	-1.92	2.42	-21.44	-46.08	19.58	-10.56
6099. 	b	4.18	0	3.76	7.04	-5.36	90.24	56.96	-2.64
6100. 	b	4.18	0	2.56	1.1	62.98	61.44	8.9	31.02
6101. 	b	4.18	0	1.68	-5.06	-14.74	40.32	-40.94	-7.26
6102. 	b	4.18	0	3.76	-5.94	-5.36	90.24	-48.06	-2.64
6103. 	b	4.18	0	3.12	-9.68	-29.48	74.88	-78.32	-14.52
6104. 	b	4.18	0	-0.24	10.34	64.32	-5.76	83.66	31.68
6105. 	b	4.18	0	1.2	9.46	44.22	28.8	76.54	21.78
6106. 	b	4.18	0	1.12	6.82	-21.44	26.88	55.18	-10.56
6107. 	b	4.18	0	3.92	-9.24	-64.32	94.08	-74.76	-31.68
6108. 	b	4.18	0	-1.52	1.54	13.4	-36.48	12.46	6.6
6109. 	b	4.18	0	3.68	1.32	-46.9	88.32	10.68	-23.1
6110. 	Z	91.187	1	-1.6	10.56	-14.74	-38.4	85.44	-7.26
6111. 	b	4.18	0	-0.16	5.5	-44.22	-3.84	44.5	-21.78
6112. 	b	4.18	0	2.88	-4.62	-20.1	69.12	-37.38	-9.9
6113. 	W	80.379	1	-3.76	2.86	-41.54	-90.24	23.14	-20.46
6114. 	b	4.18	0	-1.04	-3.74	45.56	-24.96	-30.26	22.44
6115. 	b	4.18	0	0.16	10.12	4.02	3.84	81.88	1.98
6116. 	b	4.18	0	-0.48	-6.16	-9.38	-11.52	-49.84	-4.62
6117. 	W	80.379	1	-2.72	0.66	58.96	-65.28	5.34	29.04
6118. 	b	4.18	0	0.48	-1.98	37.52	11.52	-16.02	18.48
6119. 	b	4.18	0	1.68	-3.96	-18.76	40.32	-32.04	-9.24
6120. 	Tau	1.777	0	-2.08	10.78	42.88	-49.92	87.22	21.12
6121. 	Tau	1.777	0	-2	2.42	58.96	-48	19.58	29.04
6122. 	b	4.18	0	2.96	10.12	26.8	71.04	81.88	13.2
6123. 	b	4.18	0	3.36	7.7	33.5	80.64	62.3	16.5
6124. 	b	4.18	0	0.96	9.46	-12.06	23.04	76.54	-5.94
6125. 	W	80.379	1	-2.56	9.46	37.52	-61.44	76.54	18.48
6126. 	b	4.18	0	3.36	1.32	-21.44	80.64	10.68	-10.56
6127. 	W	80.379	1	-3.2	-4.84	14.74	-76.8	-39.16	7.26
6128. 	b	4.18	0	1.04	-7.48	22.78	24.96	-60.52	11.22
6129. 	b	4.18	0	2.88	-2.2	-61.64	69.12	-17.8	-30.36
6130. 	b	4.18	0	4	-7.7	-33.5	96	-62.3	-16.5
6131. 	b	4.18	0	0.56	-8.14	-62.98	13.44	-65.86	-31.02
6132. 	b	4.18	0	2.8	1.1	5.36	67.2	8.9	2.64
6133. 	W	80.379	1	-2.48	-9.68	-28.14	-59.52	-78.32	-13.86
6134. 	b	4.18	0	-0.72	-7.7	-60.3	-17.28	-62.3	-29.7
6135. 	b	4.18	0	3.04	7.48	-5.36	72.96	60.52	-2.64
6136. 	b	4.18	0	1.2	4.62	14.74	28.8	37.38	7.26
6137. 	W	80.379	1	-3.52	6.16	-26.8	-84.48	49.84	-13.2
6138. 	b	4.18	0	3.36	-3.74	-52.26	80.64	-30.26	-25.74
